InputID,TargetID,Distance
9FD6441F802C20A6E0430A865E3320A6,"1006",8.22908473733532
9FDA0D984DA49018E0430A865E339018,"3101",4.10577677654227
9FC2F14A65F30050E0430A865E330050,"6904",1.39863034772087
9FC2F14A65F30050E0430A865E330050,"37096",1.39863034772087
9FC2F14A65F30050E0430A865E330050,"8047",1.39863034772087
9FC2F14A65F30050E0430A865E330050,"5355",1.39863034772087
9FC3AB34D75910C8E0430A865E3310C8,"18634",2.25139475621346
9FDA0D9851ED9018E0430A865E339018,"15522",4.78249223725944
9FDA0D9851ED9018E0430A865E339018,"33334",4.78249223725944
9FDA0D9851ED9018E0430A865E339018,"4195",4.78249223725944
9FDA0D9851ED9018E0430A865E339018,"36457",4.78249223725944
9FDA0D9852A49018E0430A865E339018,"28705",3.31617811583424
9FD6441F7FB920A6E0430A865E3320A6,"35173",38.5415263976891
A998BF98AE6A0072E0430A8394270072,"24389",4.08390744680549
A998BF98AE6A0072E0430A8394270072,"36746",4.08390744680549
A998BF98AE6A0072E0430A8394270072,"34895",4.08390744680549
A998BF98AE6A0072E0430A8394270072,"31410",4.08390744680549
A998BF98AE6A0072E0430A8394270072,"16358",4.08390744680549
A998BF98AE6A0072E0430A8394270072,"5102",4.08390744680549
A998BF98AE6A0072E0430A8394270072,"34054",4.08390744680549
9FD6BC1FC1D9D0FEE0430A865E33D0FE,"23211",6.96732685078652
9FD6BC1FC1D9D0FEE0430A865E33D0FE,"26315",6.96732685078652
9FD6BC1FC1D9D0FEE0430A865E33D0FE,"11546",6.96732685078652
9FDA0DC48EFA6094E0430A865E336094,"26514",1.98846112428871
A2D8789ABBE63070E0430A865E333070,"25453",1.27836387673733
9FD5D3AE392E60B2E0430A865E3360B2,"32446",7.60613479357342
9FD5D3AE392E60B2E0430A865E3360B2,"15663",7.60613479357342
9FD5D3AE392E60B2E0430A865E3360B2,"38813",7.60613479357342
9FD5D3AE392E60B2E0430A865E3360B2,"28882",7.60613479357342
9FD5D3AE392E60B2E0430A865E3360B2,"23975",7.60613479357342
A2D82A5561A890C6E0430A865E3390C6,"1393",4.48857788879587
A2D82A5561A890C6E0430A865E3390C6,"3456",4.48857788879587
A2D82A5561A890C6E0430A865E3390C6,"37825",4.48857788879587
A2A47FD1981FD076E0430A865E33D076,"10485",14.018514861101
A2D26775267E7004E0430A865E337004,"22007",3.24544518177332
A2C1517C234E7030E0430A865E337030,"37311",3.62104504182969
A6431CCEC6FEE09CE0430A865E33E09C,"21231",2.42926652912567
A2D2677532BB7004E0430A865E337004,"3804",5.51623392365487
A2CDFD33CDB9C052E0430A865E33C052,"18175",0.706197949721759
A2C3D39C5966000EE0430A865E33000E,"28112",9.19806572674003
A2D2FDC7DC741004E0430A865E331004,"26804",1.08975692201466
A2D2FDC7DC741004E0430A865E331004,"2037",1.08975692201466
A2D2FDC7DC741004E0430A865E331004,"38307",1.08975692201466
A2D2FDC7DC741004E0430A865E331004,"24823",1.08975692201466
A2D8789ABD3C3070E0430A865E333070,"34864",13.6427032328208
A2856652F2A79092E0430A865E339092,"12682",1.40122186532676
A2856652F2A79092E0430A865E339092,"8184",1.40122186532676
A2856652F2A79092E0430A865E339092,"17200",1.40122186532676
A2856652F2A79092E0430A865E339092,"33949",1.40122186532676
A2856652F2A79092E0430A865E339092,"36705",1.40122186532676
A2D8789AB6E03070E0430A865E333070,"33746",6.22753178030819
A2D2FDC7DFCF1004E0430A865E331004,"28524",0.783807007885471
A2D2FDC7DFCF1004E0430A865E331004,"18713",0.783807007885471
A2D2FDC7DFCF1004E0430A865E331004,"16923",0.783807007885471
A3AFBE87707260DCE0430A865E3360DC,"25021",6.69127258993699
A3AFBE87707260DCE0430A865E3360DC,"2322",6.69127258993699
A3AFBE87707260DCE0430A865E3360DC,"369",6.69127258993699
A3AFBE87707260DCE0430A865E3360DC,"5972",6.69127258993699
A39ED128FA8A50F4E0430A865E3350F4,"19719",5.30601860844151
A39ED128FA8A50F4E0430A865E3350F4,"12124",5.30601860844151
A39ED128FA8A50F4E0430A865E3350F4,"4329",5.30601860844151
A999FBD054F000EEE0430A83942700EE,"8819",11.2102849305044
A99AE2679987000CE0430A839427000C,"36715",5.5629512548049
A99AE26798B1000CE0430A839427000C,"27343",7.27297492693242
A99AE26798B1000CE0430A839427000C,"26981",7.27297492693242
A99AE26798B1000CE0430A839427000C,"22943",7.27297492693242
A99AE26798B1000CE0430A839427000C,"17894",7.27297492693242
A39D087AAC0EB0CCE0430A865E33B0CC,"17245",5.41407365243047
A99AE267BF1700CCE0430A83942700CC,"14703",14.2849764987769
AC7D781D553301AEE0430A83942701AE,"6821",4.28459260723096
AC7D781D553301AEE0430A83942701AE,"28742",4.28459260723096
AC7D781D553301AEE0430A83942701AE,"28530",4.28459260723096
AC7D781D553301AEE0430A83942701AE,"36227",4.28459260723096
A39D087AA79DB0CCE0430A865E33B0CC,"38278",4.59280151220405
A64D2F7488BD002AE0430A865E33002A,"9369",10.9996122268831
A39ECECC92B5C0FCE0430A865E33C0FC,"6496",21.1174024033647
A39D087AA3F0B0CCE0430A865E33B0CC,"4804",3.01843869516857
