Order;;AccidentType;AccidentType_de;AccidentType_en;types;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;CantonCode;MunicipalityCode;AccidentYear;AccidentMonth;AccidentMonth_de;AccidentWeekDay;AccidentWeekDay_de;AccidentHour;AccidentHour_text;;;
1;C9A7C6C4557D7444E053DDB9D80A0367;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2678965;1251533;ZH;261;2021;7;Juli;aw407;Sonntag;18;18h-19h;;;
4;C7237DB26EB91BA3E053DDB9D80AAEC7;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685588;1251821;ZH;261;2021;7;Juli;aw401;Montag;11;11h-12h;;;
1;C7B0ADC78C2B98ABE053DDB9D80AA7BC;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682784;1247451;ZH;261;2021;7;Juli;aw402;Dienstag;9;09h-10h;;;
1;C79C416D89319437E053DDB9D80ADD45;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683218;1246799;ZH;261;2021;7;Juli;aw402;Dienstag;16;16h-17h;;;
1;CB1357618505BAC4E053DDB9D80A4CB1;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683438;1247162;ZH;261;2021;7;Juli;aw402;Dienstag;17;17h-18h;;;
1;CFB59A5CD7143521E053DDB9D80A268E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683064;1248009;ZH;261;2021;7;Juli;aw402;Dienstag;22;22h-23h;;;
1;C7AFC6517C3796EFE053DDB9D80A4E95;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682937;1244120;ZH;261;2021;7;Juli;aw403;Mittwoch;6;06h-07h;;;
3;CAC07BB36B142D4FE053DDB9D80A1D26;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681406;1248430;ZH;261;2021;7;Juli;aw404;Donnerstag;10;10h-11h;;;
1;C9A7C6C457287444E053DDB9D80A0367;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682438;1248504;ZH;261;2021;7;Juli;aw404;Donnerstag;13;13h-14h;;;
1;C9E4DCDF35C26AFDE053DDB9D80AD319;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682843;1246214;ZH;261;2021;7;Juli;aw404;Donnerstag;13;13h-14h;;;
2;C83CD7CA46626BAFE053DDB9D80A0CC2;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682837;1246329;ZH;261;2021;7;Juli;aw404;Donnerstag;19;19h-20h;;;
4;C959EC131972301AE053DDB9D80A4A60;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682408;1248450;ZH;261;2021;7;Juli;aw404;Donnerstag;20;20h-21h;;;
1;CC063870CC9E52DFE053DDB9D80A1F09;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682282;1248267;ZH;261;2021;7;Juli;aw405;Freitag;0;00h-01h;;;
3;C8B5CCEBD18616B4E053DDB9D80AA45E;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683259;1250259;ZH;261;2021;7;Juli;aw405;Freitag;9;09h-10h;;;
1;CB7B74F9B08AAED4E053DDB9D80A8345;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683054;1247475;ZH;261;2021;7;Juli;aw405;Freitag;14;14h-15h;;;
2;CAAF1AAE0AB72BB3E053DDB9D80A2FD3;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682464;1247294;ZH;261;2021;7;Juli;aw405;Freitag;15;15h-16h;;;
3;C9A7CA58F11E8BF1E053DDB9D80A149A;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683748;1246313;ZH;261;2021;7;Juli;aw405;Freitag;18;18h-19h;;;
1;C82FEAB611828F36E053DDB9D80A92E6;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683551;1250053;ZH;261;2021;7;Juli;aw406;Samstag;10;10h-11h;;;
4;C7B6527AC41E42B6E053DDB9D80A43B3;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680611;1247042;ZH;261;2021;7;Juli;aw406;Samstag;13;13h-14h;;;
1;C88F5E8CFB8146F6E053DDB9D80A3766;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683454;1247115;ZH;261;2021;7;Juli;aw406;Samstag;13;13h-14h;;;
2;C9A7C69DCCB38401E053DDB9D80AFB94;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682766;1247859;ZH;261;2021;7;Juli;aw406;Samstag;19;19h-20h;;;
2;C87B84ADAF2446D3E053DDB9D80A0B09;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681733;1247287;ZH;261;2021;7;Juli;aw407;Sonntag;18;18h-19h;;;
4;CAC07BB36C072D4FE053DDB9D80A1D26;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683069;1247664;ZH;261;2021;7;Juli;aw402;Dienstag;6;06h-07h;;;
1;C807D9DA895216F2E053DDB9D80AB94B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681523;1246968;ZH;261;2021;7;Juli;aw402;Dienstag;13;13h-14h;;;
4;C807D9DA899816F2E053DDB9D80AB94B;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;TRUE;rt433;Nebenstrasse;Minor road;2682557;1251655;ZH;261;2021;7;Juli;aw402;Dienstag;19;19h-20h;;;
4;C9A7CA58FFAA8BF1E053DDB9D80A149A;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680604;1248596;ZH;261;2021;7;Juli;aw403;Mittwoch;18;18h-19h;;;
3;CC7D6F74648EB8D7E053DDB9D80A5329;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682578;1250263;ZH;261;2021;7;Juli;aw404;Donnerstag;7;07h-08h;;;
1;C9A7CA58FDC68BF1E053DDB9D80A149A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680670;1246856;ZH;261;2021;7;Juli;aw404;Donnerstag;13;13h-14h;;;
1;CC7D6F74634DB8D7E053DDB9D80A5329;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682358;1247131;ZH;261;2021;7;Juli;aw404;Donnerstag;14;14h-15h;;;
1;C8A3881129114D39E053DDB9D80A5FA0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2678927;1248521;ZH;261;2021;7;Juli;aw405;Freitag;17;17h-18h;;;
3;D1F0B72BD496590EE053DDB9D80A4687;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680739;1247982;ZH;261;2021;7;Juli;aw405;Freitag;18;18h-19h;;;
4;CB91A47F466E863AE053DDB9D80AC133;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682957;1247783;ZH;261;2021;7;Juli;aw406;Samstag;0;00h-01h;;;
1;CC7EEE2BA9EED164E053DDB9D80AB289;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683838;1245807;ZH;261;2021;8;August;aw407;Sonntag;22;22h-23h;;;
2;CB009B8F950F2608E053DDB9D80AAB34;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683929;1251268;ZH;261;2021;8;August;aw401;Montag;12;12h-13h;;;
1;C96EE0251F50FA6EE053DDB9D80A566B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682335;1248245;ZH;261;2021;8;August;aw401;Montag;14;14h-15h;;;
1;CAC07BB36D5B2D4FE053DDB9D80A1D26;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683124;1247182;ZH;261;2021;8;August;aw403;Mittwoch;13;13h-14h;;;
1;CAAF1AAE126C2BB3E053DDB9D80A2FD3;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683569;1247819;ZH;261;2021;8;August;aw405;Freitag;18;18h-19h;;;
1;C9A7D1AC0574A875E053DDB9D80A7AF8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2677871;1248966;ZH;261;2021;8;August;aw406;Samstag;11;11h-12h;;;
1;C9F922F7F77D8BF2E053DDB9D80A36B1;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683404;1247286;ZH;261;2021;8;August;aw402;Dienstag;7;07h-08h;;;
4;CA503CB81884189EE053DDB9D80A4B99;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681756;1249310;ZH;261;2021;8;August;aw402;Dienstag;9;09h-10h;;;
4;C9F922F7F6928BF2E053DDB9D80A36B1;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683097;1251479;ZH;261;2021;8;August;aw402;Dienstag;16;16h-17h;;;
4;CAAF7B0C7BB52BA4E053DDB9D80A34B4;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2678561;1249372;ZH;261;2021;8;August;aw402;Dienstag;18;18h-19h;;;
1;CC66EE05813E92EFE053DDB9D80A1168;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682143;1248836;ZH;261;2021;8;August;aw403;Mittwoch;11;11h-12h;;;
1;C9A7CA5902498BF1E053DDB9D80A149A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684512;1245502;ZH;261;2021;8;August;aw403;Mittwoch;17;17h-18h;;;
3;CE0FB6B4C061F37DE053DDB9D80AD9AB;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682624;1247439;ZH;261;2021;8;August;aw403;Mittwoch;17;17h-18h;;;
1;CB009B8F65232608E053DDB9D80AAB34;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681184;1249954;ZH;261;2021;8;August;aw404;Donnerstag;7;07h-08h;;;
1;C9A7CA5900AA8BF1E053DDB9D80A149A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682057;1247150;ZH;261;2021;8;August;aw404;Donnerstag;16;16h-17h;;;
1;C9A7C69DCF588401E053DDB9D80AFB94;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680706;1248532;ZH;261;2021;8;August;aw405;Freitag;22;22h-23h;;;
1;CAC095A545152BF3E053DDB9D80AAEA4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681849;1249682;ZH;261;2021;8;August;aw406;Samstag;8;08h-09h;;;
2;CAAF1AAE36632BB3E053DDB9D80A2FD3;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;TRUE;rt432;Hauptstrasse;Principal road;2683277;1248107;ZH;261;2021;8;August;aw406;Samstag;13;13h-14h;;;
3;CBEE609689A916B0E053DDB9D80ABE63;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682089;1247830;ZH;261;2021;8;August;aw407;Sonntag;1;01h-02h;;;
1;CAAF7B0C9BD42BA4E053DDB9D80A34B4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683821;1245854;ZH;261;2021;8;August;aw407;Sonntag;2;02h-03h;;;
1;CAD5B3EDB2F49107E053DDB9D80AA9E0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682824;1253407;ZH;261;2021;8;August;aw407;Sonntag;13;13h-14h;;;
1;C9A7C6C470A67444E053DDB9D80A0367;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683123;1247184;ZH;261;2021;8;August;aw407;Sonntag;17;17h-18h;;;
1;C9A7C69DE51E8401E053DDB9D80AFB94;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2679955;1250269;ZH;261;2021;8;August;aw401;Montag;15;15h-16h;;;
2;CAC095A5A04C2BF3E053DDB9D80AAEA4;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;TRUE;rt432;Hauptstrasse;Principal road;2682701;1246406;ZH;261;2021;8;August;aw403;Mittwoch;15;15h-16h;;;
1;CCA7467F8ECA07DFE053DDB9D80A5F4F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682631;1248009;ZH;261;2021;8;August;aw404;Donnerstag;14;14h-15h;;;
3;CAE954B0222F621DE053DDB9D80A283B;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682287;1248336;ZH;261;2021;8;August;aw404;Donnerstag;18;18h-19h;;;
1;CBEE6096A7BE16B0E053DDB9D80ABE63;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683744;1246686;ZH;261;2021;8;August;aw404;Donnerstag;19;19h-20h;;;
3;CAC095A59C6A2BF3E053DDB9D80AAEA4;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683218;1246763;ZH;261;2021;8;August;aw405;Freitag;15;15h-16h;;;
1;C9FA6810AA05F84EE053DDB9D80A3269;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681772;1247312;ZH;261;2021;8;August;aw406;Samstag;3;03h-04h;;;
1;CC1D53B4E687EA6FE053DDB9D80A40E5;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684204;1246618;ZH;261;2021;8;August;aw407;Sonntag;12;12h-13h;;;
2;CB91A47F4376863AE053DDB9D80AC133;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682576;1250250;ZH;261;2021;8;August;aw401;Montag;11;11h-12h;;;
2;CBEED85CC15C30DEE053DDB9D80A8622;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679605;1249686;ZH;261;2021;8;August;aw401;Montag;12;12h-13h;;;
1;CE107474E11D9A8AE053DDB9D80ADADE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683560;1246733;ZH;261;2021;8;August;aw401;Montag;16;16h-17h;;;
1;CF3BB380C034FC1BE053DDB9D80A4572;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684994;1246431;ZH;261;2021;8;August;aw404;Donnerstag;8;08h-09h;;;
2;D0697E368E181BEAE053DDB9D80A5CEE;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681791;1249443;ZH;261;2021;8;August;aw404;Donnerstag;12;12h-13h;;;
1;CCA7467F8DA607DFE053DDB9D80A5F4F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683488;1248171;ZH;261;2021;8;August;aw404;Donnerstag;16;16h-17h;;;
1;CC7D6F74A80FB8D7E053DDB9D80A5329;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681730;1249253;ZH;261;2021;8;August;aw405;Freitag;0;00h-01h;;;
1;CBEED85CBE2330DEE053DDB9D80A8622;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681184;1248569;ZH;261;2021;8;August;aw405;Freitag;0;00h-01h;;;
1;D2768FD9E5036FB9E053DDB9D80A30D6;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683065;1246597;ZH;261;2021;8;August;aw405;Freitag;15;15h-16h;;;
1;CAD5B3EDB2AE9107E053DDB9D80AA9E0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683599;1251857;ZH;261;2021;8;August;aw405;Freitag;19;19h-20h;;;
1;CAFFF2656F697021E053DDB9D80A9FB4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679763;1251017;ZH;261;2021;8;August;aw406;Samstag;0;00h-01h;;;
1;CC66EE057FED92EFE053DDB9D80A1168;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681985;1249743;ZH;261;2021;8;August;aw406;Samstag;0;00h-01h;;;
1;CFA6D908CBC4C31DE053DDB9D80A2AF9;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2678663;1250113;ZH;261;2021;8;August;aw406;Samstag;2;02h-03h;;;
1;CD9AA987AF854977E053DDB9D80A784F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683571;1248160;ZH;261;2021;8;August;aw407;Sonntag;8;08h-09h;;;
2;CAC095A561FA2BF3E053DDB9D80AAEA4;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681651;1249824;ZH;261;2021;8;August;aw402;Dienstag;8;08h-09h;;;
3;CE3DD4678C9BCC7FE053DDB9D80A4C73;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683329;1249242;ZH;261;2021;9;September;aw403;Mittwoch;17;17h-18h;;;
1;D0697E368D801BEAE053DDB9D80A5CEE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683448;1247144;ZH;261;2021;9;September;aw403;Mittwoch;18;18h-19h;;;
1;D4AE44AF530A78DEE053DDB9D80A6940;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681262;1248539;ZH;261;2021;9;September;aw404;Donnerstag;21;21h-22h;;;
