Order;;AccidentType;AccidentType_de;AccidentType_en;types;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;CantonCode;MunicipalityCode;AccidentYear;AccidentMonth;AccidentMonth_de;AccidentWeekDay;AccidentWeekDay_de;AccidentHour;AccidentHour_text;;;
2;C4B37564C47A70CAE053DDB9D80A7497;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681561;1252119;ZH;261;2021;4;April;aw401;Montag;10;10h-11h;;;
3;C47737B414228792E053DDB9D80A683F;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683283;1247646;ZH;261;2021;4;April;aw401;Montag;12;12h-13h;;;
3;C46EA9B1317F8623E053DDB9D80AA620;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682650;1248418;ZH;261;2021;4;April;aw402;Dienstag;12;12h-13h;;;
3;C697D00A6D1B2CFCE053DDB9D80A9B88;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682786;1246871;ZH;261;2021;4;April;aw403;Mittwoch;14;14h-15h;;;
1;C3EB87FCF0504384E053DDB9D80A87BD;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685842;1246494;ZH;261;2021;4;April;aw403;Mittwoch;20;20h-21h;;;
2;C29521328CDA875AE053DDB9D80A6399;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682171;1248037;ZH;261;2021;5;Mai;aw401;Montag;12;12h-13h;;;
2;C1F401A81A09202FE053DDB9D80A09E0;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682872;1244224;ZH;261;2021;5;Mai;aw401;Montag;17;17h-18h;;;
4;C1F4A452AA40157CE053DDB9D80A609E;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683187;1247660;ZH;261;2021;5;Mai;aw401;Montag;18;18h-19h;;;
1;C18F4F1562201D7DE053DDB9D80A77E0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683294;1243337;ZH;261;2021;5;Mai;aw402;Dienstag;16;16h-17h;;;
1;C1F401A82FE4202FE053DDB9D80A09E0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681118;1247937;ZH;261;2021;5;Mai;aw404;Donnerstag;1;01h-02h;;;
1;C78CEACA37863970E053DDB9D80A45F5;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682857;1245976;ZH;261;2021;5;Mai;aw404;Donnerstag;12;12h-13h;;;
1;C388D86427EEE959E053DDB9D80AED4A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681270;1248589;ZH;261;2021;5;Mai;aw406;Samstag;4;04h-05h;;;
1;C33B695CF4F97877E053DDB9D80AE1FB;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681698;1249203;ZH;261;2021;5;Mai;aw406;Samstag;23;23h-00h;;;
1;C323B4DB95E52E8BE053DDB9D80AEF0E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681677;1244188;ZH;261;2021;5;Mai;aw407;Sonntag;13;13h-14h;;;
4;C1F401A82C44202FE053DDB9D80A09E0;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683931;1246414;ZH;261;2021;5;Mai;aw407;Sonntag;16;16h-17h;;;
3;C39A4FCC4372E973E053DDB9D80A86A2;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2684446;1250909;ZH;261;2021;5;Mai;aw401;Montag;14;14h-15h;;;
3;C2AFA4965B268F58E053DDB9D80A68FA;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682708;1247790;ZH;261;2021;5;Mai;aw403;Mittwoch;15;15h-16h;;;
1;C78CEACA24573970E053DDB9D80A45F5;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682538;1246454;ZH;261;2021;5;Mai;aw404;Donnerstag;13;13h-14h;;;
1;C3A147A203777FE5E053DDB9D80AFF57;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681526;1247175;ZH;261;2021;5;Mai;aw404;Donnerstag;21;21h-22h;;;
2;C3290A75FE7C6797E053DDB9D80A8041;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682812;1246415;ZH;261;2021;5;Mai;aw405;Freitag;11;11h-12h;;;
1;C39A507EC1CBE99DE053DDB9D80A2211;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680789;1248852;ZH;261;2021;5;Mai;aw405;Freitag;11;11h-12h;;;
1;C5BC8AC1AAFB9414E053DDB9D80A1776;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682800;1244614;ZH;261;2021;5;Mai;aw405;Freitag;16;16h-17h;;;
1;C20F3AC749F00FBBE053DDB9D80AFA4C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682032;1248290;ZH;261;2021;5;Mai;aw406;Samstag;0;00h-01h;;;
1;C39A4FCC62AF51EBE053DDB9D80ACE9B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683441;1247167;ZH;261;2021;5;Mai;aw406;Samstag;15;15h-16h;;;
1;C1F43DA10B941234E053DDB9D80A441E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2686066;1251335;ZH;261;2021;5;Mai;aw407;Sonntag;19;19h-20h;;;
2;C5F852F2D8B044F4E053DDB9D80A198F;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683939;1251305;ZH;261;2021;5;Mai;aw401;Montag;8;08h-09h;;;
1;C2995D36D0278C20E053DDB9D80AC9F1;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685992;1245911;ZH;261;2021;5;Mai;aw402;Dienstag;7;07h-08h;;;
1;C57CFAAC7E344C76E053DDB9D80A71D0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683197;1250973;ZH;261;2021;5;Mai;aw402;Dienstag;9;09h-10h;;;
1;C3D63A421EF3803BE053DDB9D80AEDCA;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2680766;1248171;ZH;261;2021;5;Mai;aw403;Mittwoch;11;11h-12h;;;
1;C4BB5FF8E045C3FEE053DDB9D80ACB49;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683319;1251681;ZH;261;2021;5;Mai;aw403;Mittwoch;16;16h-17h;;;
1;C388B4A8B3C5E938E053DDB9D80A7A22;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681697;1249202;ZH;261;2021;5;Mai;aw403;Mittwoch;20;20h-21h;;;
1;C34F11E9611B1C69E053DDB9D80AD96A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683787;1248450;ZH;261;2021;5;Mai;aw403;Mittwoch;20;20h-21h;;;
1;C389C0C99B4BE967E053DDB9D80A7695;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681295;1249647;ZH;261;2021;5;Mai;aw404;Donnerstag;19;19h-20h;;;
2;C2AFA49677548F58E053DDB9D80A68FA;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680747;1247986;ZH;261;2021;5;Mai;aw405;Freitag;18;18h-19h;;;
1;C33B695CF6C97877E053DDB9D80AE1FB;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683481;1251771;ZH;261;2021;5;Mai;aw405;Freitag;22;22h-23h;;;
1;C42CE21462FF541AE053DDB9D80AB8B6;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681603;1249051;ZH;261;2021;5;Mai;aw406;Samstag;4;04h-05h;;;
4;C77690968316751FE053DDB9D80A8682;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680606;1248592;ZH;261;2021;5;Mai;aw406;Samstag;14;14h-15h;;;
3;C39A503E76BB51E7E053DDB9D80AD316;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680967;1247124;ZH;261;2021;5;Mai;aw406;Samstag;18;18h-19h;;;
1;C3DB6966E346D6BFE053DDB9D80ACDF1;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2686264;1249148;ZH;261;2021;5;Mai;aw407;Sonntag;17;17h-18h;;;
1;CC17071C390D3866E053DDB9D80A61C4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2678896;1246544;ZH;261;2021;5;Mai;aw407;Sonntag;22;22h-23h;;;
3;C9A7C66690A68410E053DDB9D80AE7F9;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683493;1247999;ZH;261;2021;5;Mai;aw402;Dienstag;17;17h-18h;;;
1;C5392F041181ABBBE053DDB9D80ABD6F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682696;1251082;ZH;261;2021;5;Mai;aw405;Freitag;8;08h-09h;;;
1;C5CDB7111B8F17BFE053DDB9D80AB369;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2685051;1248973;ZH;261;2021;5;Mai;aw405;Freitag;17;17h-18h;;;
2;C94586D042EDBFB2E053DDB9D80AC34C;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682617;1247681;ZH;261;2021;5;Mai;aw405;Freitag;20;20h-21h;;;
1;C39A84C76596A341E053DDB9D80A35EE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683469;1251759;ZH;261;2021;5;Mai;aw405;Freitag;21;21h-22h;;;
1;C3D749BE8B2D23A4E053DDB9D80ADA91;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682163;1248002;ZH;261;2021;5;Mai;aw405;Freitag;21;21h-22h;;;
1;C440A2EFA96C14B6E053DDB9D80A0B98;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681898;1247380;ZH;261;2021;5;Mai;aw405;Freitag;22;22h-23h;;;
2;C621C50F8CE0EAAAE053DDB9D80A63F8;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2685194;1250948;ZH;261;2021;5;Mai;aw401;Montag;7;07h-08h;;;
1;C4B44DDADA2B70C3E053DDB9D80AE12D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683314;1251628;ZH;261;2021;5;Mai;aw401;Montag;9;09h-10h;;;
2;C5D1BFE6A32C1676E053DDB9D80A4197;at3;Abbiegeunfall;Accident when turning left or right;Turning;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2684465;1245290;ZH;261;2021;5;Mai;aw401;Montag;14;14h-15h;;;
1;C46CF8FD77A7860CE053DDB9D80A1A21;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681400;1247880;ZH;261;2021;5;Mai;aw401;Montag;14;14h-15h;;;
1;C46EA9B14E528623E053DDB9D80AA620;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682453;1244150;ZH;261;2021;5;Mai;aw401;Montag;15;15h-16h;;;
1;C7237DAD219B1BA1E053DDB9D80AAD88;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680937;1247246;ZH;261;2021;5;Mai;aw401;Montag;18;18h-19h;;;
3;C5392C21C4AEABC3E053DDB9D80A54D7;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681684;1252069;ZH;261;2021;6;Juni;aw402;Dienstag;18;18h-19h;;;
1;C3EB87FCF0994384E053DDB9D80A87BD;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682395;1248545;ZH;261;2021;6;Juni;aw402;Dienstag;20;20h-21h;;;
1;C43DFB8137E0BA42E053DDB9D80A27C3;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681581;1246985;ZH;261;2021;6;Juni;aw403;Mittwoch;16;16h-17h;;;
4;C53932A62765ABB6E053DDB9D80A44DB;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683082;1249317;ZH;261;2021;6;Juni;aw403;Mittwoch;17;17h-18h;;;
1;C47737B42DF48792E053DDB9D80A683F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682599;1248691;ZH;261;2021;6;Juni;aw403;Mittwoch;23;23h-00h;;;
2;C5BC0AB264AB9411E053DDB9D80A6281;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680620;1250848;ZH;261;2021;6;Juni;aw404;Donnerstag;11;11h-12h;;;
1;C56C0252284D9D45E053DDB9D80A14C8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683395;1247588;ZH;261;2021;6;Juni;aw404;Donnerstag;14;14h-15h;;;
1;C3D9860B62BDEEC7E053DDB9D80A3B63;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2678124;1248425;ZH;261;2021;6;Juni;aw404;Donnerstag;18;18h-19h;;;
2;CAEC362CFD418894E053DDB9D80A7A31;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680070;1246939;ZH;261;2021;6;Juni;aw405;Freitag;13;13h-14h;;;
3;C5BC0AB27A109411E053DDB9D80A6281;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682275;1249020;ZH;261;2021;6;Juni;aw405;Freitag;13;13h-14h;;;
2;C65C29D11825E48CE053DDB9D80A9C62;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680416;1248395;ZH;261;2021;6;Juni;aw405;Freitag;19;19h-20h;;;
1;C5BC0A1F46D49417E053DDB9D80AF5BC;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680295;1250188;ZH;261;2021;6;Juni;aw406;Samstag;7;07h-08h;;;
1;C3D9860B77A5EEC7E053DDB9D80A3B63;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2681107;1251196;ZH;261;2021;6;Juni;aw407;Sonntag;11;11h-12h;;;
1;C9A7C2ED521070F5E053DDB9D80A2E97;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682003;1245390;ZH;261;2021;6;Juni;aw401;Montag;14;14h-15h;;;
1;C4B37475E3286DF5E053DDB9D80AD8F8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681853;1250102;ZH;261;2021;6;Juni;aw401;Montag;16;16h-17h;;;
1;C53930C6A016ABBFE053DDB9D80A885D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681785;1249444;ZH;261;2021;6;Juni;aw402;Dienstag;15;15h-16h;;;
1;C5BD0F117B479419E053DDB9D80AFFBE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681714;1247572;ZH;261;2021;6;Juni;aw403;Mittwoch;12;12h-13h;;;
1;C5BC0AB273139411E053DDB9D80A6281;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680702;1250100;ZH;261;2021;6;Juni;aw403;Mittwoch;21;21h-22h;;;
2;C5CDB711504317BFE053DDB9D80AB369;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2687322;1246097;ZH;261;2021;6;Juni;aw404;Donnerstag;13;13h-14h;;;
1;C57C856DE98A2CB1E053DDB9D80A9170;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681505;1249551;ZH;261;2021;6;Juni;aw405;Freitag;8;08h-09h;;;
1;C5E76058FB01E2F6E053DDB9D80AB132;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679867;1248929;ZH;261;2021;6;Juni;aw405;Freitag;16;16h-17h;;;
2;C696FD8A3C17276CE053DDB9D80A855A;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682033;1247193;ZH;261;2021;6;Juni;aw405;Freitag;17;17h-18h;;;
3;C4BB5FF8EEF1C3FEE053DDB9D80ACB49;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679387;1249386;ZH;261;2021;6;Juni;aw405;Freitag;19;19h-20h;;;
1;C46EA9B187B48623E053DDB9D80AA620;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681431;1248969;ZH;261;2021;6;Juni;aw405;Freitag;23;23h-00h;;;
2;C6E7C6A70DC7BF67E053DDB9D80A8376;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680938;1247105;ZH;261;2021;6;Juni;aw406;Samstag;9;09h-10h;;;
1;C4B37475E3B96DF5E053DDB9D80AD8F8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683072;1251450;ZH;261;2021;6;Juni;aw406;Samstag;9;09h-10h;;;
4;C9E69596169672E6E053DDB9D80A8097;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681188;1247886;ZH;261;2021;6;Juni;aw406;Samstag;13;13h-14h;;;
1;C5D1BFE784291676E053DDB9D80A4197;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682576;1249600;ZH;261;2021;6;Juni;aw406;Samstag;18;18h-19h;;;
